Initials,rental_link,rental_company,city,text_prompt,text_stimuli (title),text_stimuli,text_type,text_word_count,gAI_system_texts,reword,place_prompt,place_stimuli,place_type,gAI_system_places,face_stimuli,face_type,gAI_system_faces,ai_score,listing_type,features
,link ,AirBnb,"Mobile, AL",NA,Cozy South Alabama Home,"Your family will be close to everything when you stay at this centrally-located place. Minutes from South Alabama (USA), Springhill College, Mobile Tennis Center, parks, golf, Mobile Art Museum, Fair Grounds, and much more. The home sits on a large lot easy to find. Large fenced back yard for you and your four legged family members to enjoy. Also has a large covered back deck to enjoy along with a gas grill. Walking distance to the park and Japaneseís garden.",Human,80,NA,NA,NA,stimuli/Human/human_places_assessment_24/human_mobile.jpg,Human,NA,stimuli/Human/human_faces_assessment_24/15.R.B.F.png,Human,NA,0,Human,multifeatured
TM,NA,NA,"Des Moines, IA","Create and describe in 75 words a unique vacation rental in Des Moines, IA with the title "" New Arrival Forest Escape Luxury "" including a detail about the design.
",New Arrival Forest Escape Luxury,"Nestled in Des Moines' Salisbury Forest, this contemporary A-frame features soaring 30-foot windows that seamlessly blend indoor and outdoor living. The architect-designed space showcases exposed Douglas fir beams, polished concrete floors, and a floating staircase leading to the loft bedroom. Just 10 minutes from downtown, guests can enjoy the private deck overlooking a wooded ravine with seasonal creek views. Custom-built window seats with integrated heating provide cozy nooks for watching deer and wild turkeys roam the property.",AI,77,Claude,Yes,"Create an image of the front view of the described vacation rental listing: Nestled in Des Moines' Salisbury Forest, this contemporary A-frame features soaring 30-foot windows that seamlessly blend indoor and outdoor living. The architect-designed space showcases exposed Douglas fir beams, polished concrete floors, and a floating staircase leading to the loft bedroom. Just 10 minutes from downtown, guests can enjoy the private deck overlooking a wooded ravine with seasonal creek views. Custom-built window seats with integrated heating provide cozy nooks for watching deer and wild turkeys roam the property.",stimuli/AI/ai_places_assessment_24/ai_desmoines.jpg,AI,Mage,stimuli/AI/ai_faces_assessment_24/29.S.EA.F.png,AI,StyleGAN2,0,AI,multifeatured
,link ,AirBnb,"Chattanooga, TN",NA,Trendy home in Lively Southside,"Welcome to Robinson's Nest! This new and beautifully designed three bedroom home is located in a safe, quiet community right off of Main Street in downtown Chattanooga. It offers direct access to coffee shops, restaurants, parks, boutiques, music venues, art galleries, and more! In addition to all Southside has to offer, you'll have downtown tourist destinations right at your fingertips. We really are close to everything!",Human,66,NA,NA,NA,stimuli/Human/human_places_assessment_24/human_chattanooga.jpg,Human,NA,stimuli/Human/human_faces_assessment_24/31.R.EA.F.png,Human,NA,0,Human,multifeatured
TM,NA,NA,"Columbia, SC","Create and describe in 75 words a unique vacation rental in Columbia, SC with the title "" Golden Reflections Getaway"" including a detail about the location.",Golden Reflections Getaway,"""Golden Reflections Getaway"" is an enchanting lakeside haven situated on the tranquil banks of Lake Murray, a mere half-hour from Columbia's city center. This two-level escape boasts expansive windows that flood the interior with a golden glow at dusk. The spacious main area showcases a cozy stone hearth and country-chic furnishings. A wraparound porch with a bubbling hot tub provides breathtaking water vistas. With exclusive dock access for angling or launching watercraft, this retreat seamlessly melds serenity and excitement, offering the ideal backdrop for a memorable lakeside vacation.",AI,88,Claude,Yes,"Create an image of the front view of the described vacation rental listing: ""Golden Reflections Getaway"" is an enchanting lakeside haven situated on the tranquil banks of Lake Murray, a mere half-hour from Columbia's city center. This two-level escape boasts expansive windows that flood the interior with a golden glow at dusk. The spacious main area showcases a cozy stone hearth and country-chic furnishings. A wraparound porch with a bubbling hot tub provides breathtaking water vistas. With exclusive dock access for angling or launching watercraft, this retreat seamlessly melds serenity and excitement, offering the ideal backdrop for a memorable lakeside vacation.",stimuli/AI/ai_places_assessment_24/ai_columbia.jpg,AI,Mage,stimuli/AI/ai_faces_assessment_24/32.S.W.F.png,AI,StyleGAN2,0.4,AI,multifeatured
,link ,AirBnb,"Grand Rapids, MI",NA,Tiny House In the City,"Welcome to our tiny home! In 2019 my husband and I set out to renovate this old pool house into a self-sustainable apartment or tiny home. As you can imagineÖ things did not turn out the way we intended and construction was completed in the fall of 2020! We are thrilled to open up a part of our lives and our home to you! The amenities are not lacking within the space and we know you will feel at home!
",Human,80,NA,NA,NA,stimuli/Human/human_places_assessment_24/human_grandrapids.jpg,Human,NA,stimuli/Human/human_faces_assessment_24/46.R.SA.M.png,Human,NA,0,Human,multifeatured
YF,NA,NA,"Olympia, WA","Create and describe in 75 words a unique vacation rental in Olympia, WA with the title ""Cozy Lake Front Cottage - Family & Pet Friendly!"" including a detail about the property.",Cozy Lake Front Cottage - Family & Pet Friendly!,"""Cozy Lake Front Cottage - Family & Pet Friendly!"" is a charming retreat nestled on the shores of Black Lake, just 15 minutes from downtown Olympia, WA. This quaint two-bedroom cottage features a spacious deck overlooking the water, perfect for outdoor dining and stargazing. The property includes a private dock for fishing or launching kayaks, and a fenced yard where pets can roam freely. Inside, a stone fireplace warms the open-concept living area, while large windows offer stunning lake views year-round.",AI,79,Claude,No,"Create an image of the front view of the described vacation rental listing: ""Cozy Lake Front Cottage - Family & Pet Friendly!"" is a charming retreat nestled on the shores of Black Lake, just 15 minutes from downtown Olympia, WA. This quaint two-bedroom cottage features a spacious deck overlooking the water, perfect for outdoor dining and stargazing. The property includes a private dock for fishing or launching kayaks, and a fenced yard where pets can roam freely. Inside, a stone fireplace warms the open-concept living area, while large windows offer stunning lake views year-round.",stimuli/AI/ai_places_assessment_24/ai_olympia.jpg,AI,Mage  (General Fast -- Stable Diffusion XL),stimuli/AI/ai_faces_assessment_24/25.S.B.M.png,AI,StyleGAN2,,AI,multifeatured
,link ,AirBnb,"Dover, DE",NA,"Spacious 5 Bedroom w/Pool, Patio and Theater","This large 5 bedroom, 2.5 bathroom home in charming magnolia boasts a large, gourmet kitchen, finished basement, and an inground pool. The large island in the kitchen with an adjoining dining room allows for plenty of space for enjoying meals. The finished basement has a theater and game room perfect for an evening of family fun! The primary bathroom has a large soaker tub, double sinks, and a shower. Make lasting memories with all this home has to offer! No parties allowed at this property.",Human,85,NA,NA,NA,stimuli/Human/human_places_assessment_24/human_dover1.jpg,Human,NA,stimuli/Human/human_faces_assessment_24/17.R.B.M.png,Human,NA,,Human,multifeatured
YF,NA,NA,"Cheyenne, WY","Create and describe in 75 words a unique vacation rental inCheyenne, WY with the title "" Gorgeous Cottage Close to Capitol Let Us Spoil You "" including a detail about the amenities.",Gorgeous Cottage Close to Capitol Let Us Spoil You,"""Gorgeous Cottage Close to Capitol - Let Us Spoil You"" is a luxurious retreat nestled in a quiet neighborhood just three blocks from Wyoming's State Capitol in Cheyenne. This beautifully restored 1920s cottage boasts modern amenities while retaining its historic charm. The highlight is a lavish spa-like bathroom featuring a deep soaking tub with chromotherapy lighting and a multi-jet shower system. Guests can unwind in the private courtyard garden or enjoy the gourmet kitchen equipped with top-of-the-line appliances and a complimentary wine selection.",AI,82,Claude,No,"Create an image of the front view of the described vacation rental listing: ""Gorgeous Cottage Close to Capitol - Let Us Spoil You"" is a luxurious retreat nestled in a quiet neighborhood just three blocks from Wyoming's State Capitol in Cheyenne. This beautifully restored 1920s cottage boasts modern amenities while retaining its historic charm. The highlight is a lavish spa-like bathroom featuring a deep soaking tub with chromotherapy lighting and a multi-jet shower system. Guests can unwind in the private courtyard garden or enjoy the gourmet kitchen equipped with top-of-the-line appliances and a complimentary wine selection.",stimuli/AI/ai_places_assessment_24/ai_cheyenne.jpg,AI,Mage  (General Fast -- Stable Diffusion XL),stimuli/AI/ai_faces_assessment_24/20.S.W.F.png,AI,StyleGAN2,,AI,multifeatured
,link ,AirBnb,"Grand Junction, CO",NA,Fruita/Loma Guest House at the Perfect Day Getaway,"This newly constructed ""Green"" home is a mix of modern and country styles and will surely inspire you to enjoy all of the outdoor activities the Grand Valley has to offer. The Perfect Day Getaway house is located on a quaint farm within 8 minutes of world-class hiking, mountain and road bicycling, and river rafting. It is a great launching point for day trips to Moab and the Grand Mesa as well! It was built to maximize the southern exposure and views of the Colorado National Monument.",Human,87,NA,NA,NA,stimuli/Human/human_places_assessment_24/human_grandjunction.jpg,Human,NA,stimuli/Human/human_faces_assessment_24/43.R.EA.F.png,Human,NA,,Human,multifeatured
YF,NA,NA,"Casper, WY","Create and describe in 75 words a unique vacation rental in Casper, WY with the title ""ALMA Away"" including a detail about design.",ALMA Away ,"A converted 1940s railway station turned modern retreat in Casper, Wyoming, featuring panoramic views of Casper Mountain. The property's most striking design element is its circular great room, housed in the former station's ticket rotunda, with original Art Deco terrazzo flooring. This three-bedroom hideaway seamlessly blends historical architecture with contemporary comfort, offering guests a unique railway-inspired experience. The space includes a gourmet kitchen, outdoor fire pit, and private garden where vintage railway memorabilia creates an authentic atmosphere throughout.",AI,78,Claude,No,"Create an image of the outside, external front view of the described vacation rental listing:["" ALMA Away showcases sophisticated mountain modern design with its clean architectural lines and natural materials throughout. The interior features a striking combination of reclaimed Wyoming barn wood, floor-to-ceiling windows, and contemporary steel accents. Custom-built furniture pieces and local artisan metalwork complement the home's minimalist aesthetic, while cozy touches like sheepskin throws and handwoven textiles create an inviting mountain retreat atmosphere.""]",stimuli/AI/ai_places_assessment_24/ai_casper.jpg,AI,Mage  (General Fast -- Stable Diffusion XL),stimuli/AI/ai_faces_assessment_24/35.S.EA.M.png,AI,StyleGAN2,,AI,multifeatured
,link ,AirBnb,"Duluth, MN",NA,No cleaning fee - Boutique Guest Suite in Duluth,"Welcome to your sweet escape at Allendale Orchard in Duluth! A perfect oasis for a couple or solo traveler. Relax on your private deck or in the soaking tub after a day of exploring all that Duluth and the North Shore has to offer. Youíll be close to an abundance of hiking and biking trails, minutes away from quaint coffee shops and award winning restaurants, and can pick your own seasonal fruit right on the property. Weíre here to offer all of our guests a personalized and inviting experience!",Human,89,NA,NA,NA,stimuli/Human/human_places_assessment_24/human_duluth.jpg,Human,NA,stimuli/Human/human_faces_assessment_24/2.R.SA.F.png,Human,NA,,Human,multifeatured
YF,NA,NA,"Sun City, AZ","Create and describe in 75 words a unique vacation rental in Sun City, AZ with the title ""Luxury Modern Getaway"" including a detail design.",Luxury Modern Getaway ,"A stunning desert oasis in Sun City, Arizona, showcasing minimalist architecture with floor-to-ceiling windows that frame spectacular sunset views. The home's signature design feature is a floating staircase crafted from glass and brushed steel, illuminated by a cascading LED chandelier. This four-bedroom sanctuary offers a resort-style pool, outdoor kitchen, and meditation garden. Smart home technology and custom Italian furnishings complete this sophisticated desert retreat, perfect for those seeking contemporary elegance in the heart of Arizona.",AI,75,Claude,No,"Create an image of the front view of the described vacation rental listing: ["" Luxury Modern Getaway showcases contemporary Southwest minimalism with its clean lines, soaring ceilings, and floor-to-ceiling windows that frame desert mountain views. The interior features a sophisticated neutral palette accented by geometric patterns and metallic finishes. Custom-built floating shelves, Italian porcelain tiles, and statement lighting fixtures create an upscale ambiance, while the open-concept living space flows seamlessly to the resort-style patio.""]",stimuli/AI/ai_places_assessment_24/ai_suncity.jpg,AI,Gemini (2.0 Flash),stimuli/AI/ai_faces_assessment_24/33.S.SA.M.png,AI,StyleGAN2,,AI,multifeatured
,link ,AirBnb,"Fort Worth, TX",NA,Cozy Casita in Alamo Heights!,"Centrally-located and newly renovated  bungalow built in 1943. Minutes from Dickies Arena, Amon Carter Stadium, TCU, Fort Worth Botanic Gardens, Sundance Square, Trinity Park, the Stockyards, and so much more! Great for couples, friends, and families who want to explore all that Fort Worth has to offer. Within walking distance of great restaurants and diners as well as a fully stocked kitchen. Long-term corporate renters are welcome! Please ask about discounted rates for extended stays.",Human,75,NA,NA,NA,stimuli/Human/human_places_assessment_24/human_fortworth2.jpg,Human,NA,stimuli/Human/human_faces_assessment_24/45.R.B.F.png,Human,NA,,Human,multifeatured
YF,NA,NA,"Watertown, ","Create and describe in 75 words a unique vacation rental in Independence, MO with the title ""Mayfair Drive"" including a detail about amenities.",Mayfair Drive ,"A meticulously restored mid-century ranch home near historic Independence Square offers a blend of vintage charm and modern luxury. This three-bedroom retreat features original hardwood floors, designer furnishings, and a gourmet kitchen with professional-grade appliances. Guests enjoy a private backyard oasis with covered patio, fire pit, and herb garden. The master suite includes a spa-like bathroom with heated floors. A dedicated work space with high-speed fiber internet makes this home perfect for remote workers or extended stays.",AI,77,Claude,No,"Create an image of the front view of the described vacation rental listing: Mayfair Drive offers serene lodging in a remodeled mid-century ranch located in tranquil Independence. This thoughtfully updated home features premium amenities including a fully-equipped smart kitchen with a Keurig coffee station, high-speed fiber internet, and streaming services on all TVs. The spacious interior showcases modern farmhouse decor, while the fenced backyard includes a covered patio with gas grill and outdoor dining space.",stimuli/AI/ai_places_assessment_24/ai_watertown.jpg,AI,Gemini (2.0 Flash),stimuli/AI/ai_faces_assessment_24/24.S.SA.F.png,AI,StyleGAN2,,AI,multifeatured
,link ,AirBnb,"Aberdeen, SD",NA,Lusso Cottage ñ Cozy and Comfortable!,"Welcome to Lusso Cottage! No detail was too small in this charming and cozy home. Enjoy the comfortable furnishings or a relaxing evening on the patio when weather permits. You can cozy up in front of the fireplace enjoying games, or the 65"" TV with Wi-Fi, Netflix and Amazon Prime. Minutes from Northern State University, Presentation College, Avera and Sanford hospitals and Story Book Land.",Human,65,NA,NA,NA,stimuli/Human/human_places_assessment_24/human_aberdeen.jpg,Human,NA,stimuli/Human/human_faces_assessment_24/33.R.SA.M.png,Human,NA,,Human,multifeatured
YF,NA,NA,"Independence, MO","Create and describe in 75 words a unique vacation rental in Independence, MO with the title ""Cute & Cozy / Close to everything"" including a detail about a nearest tourist attraction.",Cute & Cozy / Close to everything,"Just two miles from the Harry S. Truman Home National Historic Site, this renovated 1940s bungalow offers the perfect base for exploring Independence's rich history. The two-bedroom home features an updated kitchen, comfortable living space with smart TV, and a cozy front porch perfect for morning coffee. Walking distance to the historic Independence Square, restaurants, and antique shops. Enjoy modern amenities in a historic setting, with easy access to Kansas City attractions.",AI,72,Claude,No,"Create an image of the front view of the described vacation rental listing: ["" Cute & Cozy / Close to everything is a charming 1950s bungalow located just a 5-minute drive from the Harry S. Truman Presidential Library and Museum. This freshly renovated home features retro-inspired decor, a bright open-concept living space, and a fully equipped kitchen with vintage touches. The peaceful backyard offers a covered patio with string lights, perfect for evening relaxation after exploring Independence's historic sites. ""]",stimuli/AI/ai_places_assessment_24/ai_independence.jpg,AI,Gemini (2.0 Flash),stimuli/AI/ai_faces_assessment_24/32.S.B.M.png,AI,StyleGAN2,,AI,multifeatured
,link ,AirBnb,"Batavia, NY",NA,Wheatland Schoolhouse No.7,"Charming Country Schoolhouse Retreat: Step into history with modern comforts in our beautifully renovated 1800s schoolhouse. Nestled in a peaceful setting, this unique Airbnb offers two cozy bedrooms, each with a private bath. The open floor plan and spacious, fully equipped kitchen make it ideal for a relaxing long weekend escape. Enjoy the charm of the countryside with all the comforts of home. Perfect for families, friends, or a romantic getaway!",Human,71,NA,NA,NA,stimuli/Human/human_places_assessment_24/human_batavia.jpg,Human,NA,stimuli/Human/human_faces_assessment_24/21.R.W.F.png,Human,NA,,Human,multifeatured
