Initials,rental_link,rental_company,city,text_prompt,text_stimuli (title),text_stimuli,text_type,text_word_count,gAI_system_texts,reword,place_prompt,place_stimuli,place_type,gAI_system_places,face_stimuli,face_type,gAI_system_faces,ai_score,listing_type,features
TM,NA,NA,"Charleston, SC","Create and describe in 75 words a unique vacation rental in Charleston, SC with the title "" Stunning Couples Cottage with Creek Dock! "" including a detail about the location.",Stunning Couples Cottage with Creek Dock!,"
Positioned on tranquil Shem Creek in Mount Pleasant's coveted Old Village district, this enchanting 600-square-foot hideaway delivers waterfront peace just minutes from Charleston's historic center. The expertly updated cottage includes a personal dock ideal for paddling adventures and wildlife viewing, plus a breezy screened veranda overlooking the water. Situated moments from fresh seafood dining and the historic Pitt Street Bridge, this intimate escape merges coastal allure with contemporary comfort.",AI,78,Claude,Yes,"Create an image of the exterior view of the described vacation rental listing: ""Stunning Couples Cottage with Creek Dock!""

Positioned on tranquil Shem Creek in Mount Pleasant's coveted Old Village district, this enchanting 600-square-foot hideaway delivers waterfront peace just minutes from Charleston's historic center. The expertly updated cottage includes a personal dock ideal for paddling adventures and wildlife viewing, plus a breezy screened veranda overlooking the water. Situated moments from fresh seafood dining and the historic Pitt Street Bridge, this intimate escape merges coastal allure with contemporary comfort.",stimuli/AI/ai_places_intervention_20/ai_charleston1.jpg,AI,Gemini,stimuli/AI/ai_faces_intervention_20/35.S.B.F.png,AI,StyleGAN2,0,AI,multifeatured
,link ,AirBnb,"Rockford, IL",NA,Relaxing Riverside Stay w HotTub,"Welcome to our thoughtfully designed River Home on a safe, quiet, private drive on the highly desired Rock River. Get ready to enjoy indoor-outdoor living at its finest. This pet and family-friendly space features a 6-person hot tub, furnished riverfront deck, game room w/ pool and darts, fire pit, and an ensuite-covered second-floor patio. Although this home is secluded, you're only 10 minutes from Anderson Japanese Gardens, SportsCore 1, and multiple fine dining options in downtown Rockford.",Human,77,NA,NA,NA,stimuli/Human/human_places_intervention_20/human_rockford.jpg,Human,NA,stimuli/Human/human_faces_intervention_20/24.R.SA.F.png,Human,NA,0,Human,multifeatured
YF,NA,NA,"Appleton, WI","Create and describe in 75 words a unique vacation rental in Appleton, WI with the title ""Sweet Getaway"" including a detail about a nearest tourist attraction.",Sweet Getaway,"Located just a mile from the famous Hearthstone Historic House Museum, this charming craftsman bungalow offers a cozy retreat in Appleton's historic district. The two-bedroom home features a welcoming living room with a gas fireplace, updated kitchen with local coffee service, and a peaceful sunroom overlooking the garden. The covered back patio provides a perfect spot for enjoying Wisconsin's summer evenings. Easy walking distance to Lawrence University, the Fox River Trail, and downtown's diverse dining scene.",AI,61,Claude,No,"Create an image of the outside, external front view of the described vacation rental listing: ["" Sweet Getaway is a delightful two-story Victorian home situated just a 5-minute walk from the Fox Cities Performing Arts Center. This elegantly restored 1890s residence features period details, including ornate woodwork and stained glass windows. The cozy interior combines vintage charm with modern comfort, offering a gourmet kitchen, three bedrooms with plush bedding, and a wraparound porch perfect for morning coffee.""]",stimuli/AI/ai_places_intervention_20/ai_appleton.jpg,AI,Mage  (General Fast -- Stable Diffusion XL),stimuli/AI/ai_faces_intervention_20/45.S.B.M.png,AI,StyleGAN2,,AI,multifeatured
,link ,AirBnb,"La Crosse, WI",NA,Northshore Cottage (2 bedrooms) on Lake Onalaska,Come stay at our cozy and comfortable two bedroom cottage located in a quiet neighborhood with views and access to Lake Onalaska. Walk across the street to hiking/biking trails. Near the Great River State Bike Trail. The Lake Onalaska canoe/kayak trail goes past our shoreline. Two sit on top kayaks and two easy ride bicycles are included. There are fishing boat rentals nearby or you can fish from the shore while enjoying Lake Onalaska's famous sunsets. No cleaning fee!,Human,79,NA,NA,NA,stimuli/Human/human_places_intervention_20/human_lacrosse.jpg,Human,NA,stimuli/Human/human_faces_intervention_20/41.R.EA.M.png,Human,NA,,Human,multifeatured
YF,NA,NA,"Vincennes, IN","Create and describe in 75 words a unique vacation rental in Vincennes, IN with the title ""Cozy Two Bedroom Home"" including a detail about a nearest tourist attraction.",Cozy Two Bedroom Home,"Located just five minutes from the historic George Rogers Clark National Historical Park, this charming brick home offers a comfortable stay in Indiana's oldest city. The newly updated property features a welcoming living room with original hardwood floors, a fully equipped kitchen, and a covered front porch perfect for morning coffee. Period details blend seamlessly with modern conveniences throughout this historic district gem. Guests can easily walk to Vincennes University campus, the Indiana Military Museum, and downtown's vibrant restaurant scene.

",AI,80,Claude,No,"Create an image of the front view of the described vacation rental listing: Located just five minutes from the historic George Rogers Clark National Historical Park, this charming brick home offers a comfortable stay in Indiana's oldest city. The newly updated property features a welcoming living room with original hardwood floors, a fully equipped kitchen, and a covered front porch perfect for morning coffee. Period details blend seamlessly with modern conveniences throughout this historic district gem. Guests can easily walk to Vincennes University campus, the Indiana Military Museum, and downtown's vibrant restaurant scene.

",stimuli/AI/ai_places_intervention_20/ai_vincennes.jpg,AI,Mage  (General Fast -- Stable Diffusion XL),stimuli/AI/ai_faces_intervention_20/42.S.EA.M.png,AI,StyleGAN2,,AI,multifeatured
,link ,AirBnb,"Twin Falls, ID",NA,"Deluxe Retreat! Hot tub, sauna, and canyon views!","This†beautifully†remodeled†duplex†is†situated†on†1.5†acres†at†the†edge†of†Rock†Creek†Canyon.†Enjoy†spanning†countryside†and†canyon†views†while†being†only†7†mins†away†from†Twin†Fallsí†wide†variety†of†shopping†and†restaurants.†Kick†back,†relax†and†take†in†the†views†from†the†hot†tub†or†sauna.†Come†stay†in†style†and†enjoy†all†the†adventures†in†Twin†Falls.",Human,63,NA,NA,NA,stimuli/Human/human_places_intervention_20/human_twinfalls.jpg,Human,NA,stimuli/Human/human_faces_intervention_20/9.R.W.F.png,Human,NA,,Human,multifeatured
YF,NA,NA,"Watertown, SD","Create and describe in 75 words a unique vacation rental in Watertown, SD with the title ""Mayfair Drive"" including a detail about amenities.",Mayfair Drive,"Experience South Dakota charm in this completely renovated 1950s ranch home, situated in Watertown's peaceful east side neighborhood. This three-bedroom retreat features mid-century modern furnishings and an open-concept living space perfect for family gatherings. The gourmet kitchen boasts stainless steel appliances and a coffee bar with local roasts. Amenities include smart home features, high-speed fiber internet, and a spacious backyard patio with a gas grill and fire pit for evening entertainment and stargazing. Just minutes from Lake Kampeska and downtown shopping.",AI,81,Claude,No,"Create an image of the front view of the described vacation rental listing: Experience South Dakota charm in this completely renovated 1950s ranch home, situated in Watertown's peaceful east side neighborhood. This three-bedroom retreat features mid-century modern furnishings and an open-concept living space perfect for family gatherings. The gourmet kitchen boasts stainless steel appliances and a coffee bar with local roasts. Amenities include smart home features, high-speed fiber internet, and a spacious backyard patio with a gas grill and fire pit for evening entertainment and stargazing. Just minutes from Lake Kampeska and downtown shopping.",stimuli/AI/ai_places_intervention_20/stimuli/AI/ai_places_intervention_20/ai_watertown1.jpg,AI,Mage  (General Fast -- Stable Diffusion XL),stimuli/AI/ai_faces_intervention_20/1.S.B.M.png,AI,StyleGAN2,,AI,multifeatured
,link ,AirBnb,"Bentonville, AR",NA,The Overlook,"Prime location in downtown Bentonville and hosts that are clean freaks! You will be extra comfortable in our stylish space with huge windows and sleek modern interior. Hop on the bike trails, walk to the museums and stroll to all the downtown bars and restaurants. Two single speed cruiser bikes with locks are included with your stay.  With our hands-on approach to guest satisfaction and extra touches, your comfort is our top priority.",Human,73,NA,NA,NA,stimuli/Human/human_places_intervention_20/human_bentonville.jpg,Human,NA,stimuli/Human/human_faces_intervention_20/16.R.SA.F.png,Human,NA,,Human,multifeatured
YF,NA,NA,"Jackson, WY","Create and describe in 75 words a unique vacation rental in Jackson, WY with the title ""Cozy Mountain Escape in Jackson"" including a detail about the location.",Cozy Mountain Escape in Jackson,"Nestled in the heart of Jackson's historic district, just three blocks from Town Square and its iconic antler arches, this renovated log cabin offers authentic Wyoming charm. The one-bedroom retreat features panoramic Teton views, a stone fireplace, and rustic-modern decor. After a day of skiing at Jackson Hole Resort (15 minutes away), unwind in the private outdoor hot tub. The property includes a fully equipped gourmet kitchen, complimentary snowshoes, and easy access to local hiking trails and the National Elk Refuge.
",AI,81,Claude,No,"Create an image of the exterior front view of the described vacation rental listing: ["" Cozy Mountain Escape in Jackson is perfectly situated just 10 minutes from Jackson Hole Mountain Resort and five minutes from the historic Town Square. This charming mountain retreat offers breathtaking views of the Teton Range from its wraparound deck. The interior features rustic-luxe design with reclaimed timber accents, while large picture windows frame the surrounding mountain landscape and abundant wildlife.""]",stimuli/AI/ai_places_intervention_20/ai_jackson2.jpg,AI,Gemini (2.0 Flash),stimuli/AI/ai_faces_intervention_20/8.S.B.M.png,AI,StyleGAN2,,AI,multifeatured
,link ,AirBnb,"Glens Falls, NY",NA,The Dax,"Nestled along the foothills of the gorgeous Adirondack mountains, you will find this unique & modern gambrel-style cabin the perfect getaway. With modern amenities along with plenty of extras, you can be as busy or as low-key as you would like. You will find locally-sourced items with intentional & personalized touches throughout the space to ensure your stay will feel like home. Located at an equal distance of 25 minutes to both Saratoga Springs, NY & Lake George, NY ...adventure awaits!",Human,78,NA,NA,NA,stimuli/Human/human_places_intervention_20/human_glenfalls.jpg,Human,NA,stimuli/Human/human_faces_intervention_20/42.R.EA.F.png,Human,NA,,Human,multifeatured
YF,NA,NA,"Richmond, IN","Create and describe in 75 words a unique vacation rental in Richmond, IN with the title ""The Cottage on Abington Pike - Earlham College"" including a detail about amenities.",The Cottage on Abington Pike - Earlham College,"This charming 1920s craftsman cottage sits just minutes from Earlham College's campus, offering a peaceful retreat for visiting families and faculty. The newly renovated 2-bedroom home features original hardwood floors, a wraparound porch perfect for morning coffee, and a cozy gas fireplace. Modern amenities include a fully equipped smart kitchen with a Nespresso machine, high-speed WiFi, and a dedicated workspace. The fenced backyard provides a serene garden setting with a charming pergola and herb garden.",AI,65,Claude,No,"Create an image of the exterior front view of the described vacation rental listing: ["" The Cottage on Abington Pike - Earlham College is a charming renovated farmhouse just minutes from campus. This cozy retreat features modern amenities including a fully-equipped kitchen with Keurig coffee station, high-speed fiber internet, and smart home technology throughout. The comfortable living space offers a 55"" smart TV with streaming services, while the peaceful screened porch overlooks a private garden with bird feeders and native plantings. ""]",stimuli/AI/ai_places_intervention_20/ai_richmond.jpg,AI,Gemini (2.0 Flash),stimuli/AI/ai_faces_intervention_20/23.S.W.M.png,AI,StyleGAN2,,AI,multifeatured
